entry,minister,id,startdate,enddate,position,type,portfolio,code,party,partycode,PDGE,Ethnic_group,Ethnicgroup_code,Ethnic_threegroup2,Fang,Family_link,Family_link_code,Seniority
498,Eugenio Nze Obiang,75,2018,,Minister of Information,Minister,"Information, Press and Radio",3,PDGE,7,1,Fang,5,1,1,,0,1
555,Virgilio Seriche Riloha,227,2020,,Minister of Information,Minister,"Information, Press and Radio",3,PDGE,7,1,Bubi,3,2,0,,0,2
184,Aniceto Ebiaka Muete,20,2004,,Minister of Infrastructure,Minister,Infrastructure and Town Planning,3,PDGE,7,1,Bubi,3,2,0,,0,1
233,Miguel Nsue Micha,176,2006,,Minister of Infrastructure,Minister,Infrastructure and Urban Development,3,PDGE,7,1,Fang,5,1,1,,0,1
23,Júlio Ndong Ela Mangue,138,1996,,Minister of Interior,Minister,Interior and Local Authorities,3,PDGE,7,1,Fang,5,1,1,,0,1
36,Demetrio Elo Ndong Nsefumu,62,1998,,Minister of Interior,Deputy PM,"Deputy PM, in charge of Interior",2,PDGE,7,1,Fang,5,1,1,,0,1
45,Angel Esono Abaga,17,1998,,Minister of Interior,Minister,Interior and Local Corporations,3,PDGE,7,1,Fang,5,1,1,,0,1
107,Clemente Engonga Nguema Andeme,50,2001,,Minister of Interior,Minister,Interior and Local Corporations,3,PDGE,7,1,Fang,5,1,1,,0,3
142,Clemente Engonga Nguema Onguene,50,2003,,Minister of Interior,Minister,Interior and Local Corporations,3,PDGE,7,1,Fang,5,1,1,,0,4
180,Clemente Engonga Nguema Onguene,50,2004,,Minister of Interior,Minister,Interior and Local Corporations,3,PDGE,7,1,Fang,5,1,1,,0,5
234,Clemente Engonga Nguema Onguene,50,2006,,Minister of Interior,Minister,Interior and Local Corporations,3,PDGE,7,1,Fang,5,1,1,,0,6
258,Clemente Engonga Nguema Onguene,50,2008,,Minister of Interior,Minister,Interior and Local Corporations,3,PDGE,7,1,Fang,5,1,1,,0,7
9,Francisco Mbengono,97,1994,,Minister of Justice,Minister,Justice and Religion,3,PDGE,7,1,Fang,5,1,1,,0,1
26,Ignacio Milam Tang,114,1996,,Minister of Justice,Minister,Justice,3,PDGE,7,1,Bubi,3,2,0,,0,1
44,Ruben Maye Nsue,196,1998,,Minister of Justice,Minister,Justice and Religious Affairs,3,PDGE,7,1,Fang,5,1,1,,0,1
77,Ruben Maye Nsue,196,1999,,Minister of Justice,Minister,Justice and Worship,3,PDGE,7,1,Fang,5,1,1,,0,2
108,Ruben Mye Nsue,196,2001,,Minister of Justice,Minister,Justice and Religion/Worship,3,PDGE,7,1,Fang,5,1,1,,0,3
143,Ruben Maye Nsue Mangue,196,2003,,Minister of Justice,Minister,Justice and Religion,3,PDGE,7,1,Fang,5,1,1,,0,4
179,Angel Masié Mibuy,18,2004,,Minister of Justice,Minister,"Justice, Worship and Prisons",3,PDGE,7,1,Fang,5,1,1,,0,1
235,Mauricio Bokung Asumu,165,2006,,Minister of Justice,Minister,"Justice, Religion and Penitentiary Services",3,PDGE,7,1,Fang,5,1,1,,0,2
257,Salvador Ondó Nkumu,201,2008,,Minister of Justice,Minister,"Justice, Religion and Penitentiary Services",3,PDGE,7,1,Fang,5,1,1,,0,1
308,Salvador Ondó Nkumu,201,2010,,Minister of Justice,Minister,"Justice, Religion and Penitentiary Services",3,PDGE,7,1,Fang,5,1,1,,0,2
337,Francisco Javier Ngomo,93,2011,,Minister of Justice,Minister,"Justice, Religion and Penitentiary Services",3,PDGE,7,1,Fang,5,1,1,,0,1
422,Evangelina Filomena Oyo Ebule,77,2013,,Minister of Justice,Minister,"Justice, Religion and Penitentiary Services",3,PDGE,7,1,Bubi,3,2,0,,0,4
488,Salvador Ondó Nkumu,201,2018,,Minister of Justice,Minister,"Justice, Worship and Penitentiary Institutions",3,PDGE,7,1,Fang,5,1,1,,0,3
546,Salvador Ondó Nkumu,201,2020,,Minister of Justice,Minister,"Justice, Worship and Penitentiary Institutions",3,PDGE,7,1,Fang,5,1,1,,0,4
10,Constantino Ekong,55,1994,,Minister of Labour,Minister,Labor and Social Welfare,3,PDGE,7,1,Fang,5,1,1,,0,1
27,Carmelo Modu Akuse Bindang,47,1996,,Minister of Labour,Minister,Labor and Social Security,3,UDS,11,0,Fang,5,1,1,,0,1
144,Miguel Eyanga Jobe Malango,174,2003,,Minister of Labour and Social Security,Minister,Labour and Social Security,3,PDGE,7,1,Ndowé,7,0,0,,0,1
191,Enrique Mercader Costa,70,2004,,Minister of Labour and Social Security,Minister,Labour and Social Security,3,PDGE,7,1,Ndowé,7,0,0,,0,1
236,Evangelina Filomena Oyo Ebule,77,2006,,Minister of Labour and Social Security,Minister,Labour and Social Security,3,PDGE,7,1,Bubi,3,2,0,,0,3
269,Mauricio Bokung Asumu,165,2008,,Minister of Labour and Social Security,Minister,Labour and Social Securuty,3,PDGE,7,1,Fang,5,1,1,,0,3
316,Estanislao Don Malavo,73,2010,,Minister of Labour and Social Security,Minister,Labour and Social Securuty,3,PDGE,7,1,Bisió,2,0,0,,0,2
345,Estanislao Don Malavo,73,2011,,Minister of Labour and Social Security,Minister,Labour and Social Securuty,3,PDGE,7,1,Bisió,2,0,0,,0,3
375,Miguel Abia Biteo Borico,169,2012,,Minister of Labour and Social Security,Minister,Labour and Social Security,3,PDGE,7,1,Bubi,3,2,0,,0,6
432,Heriberto Meko Mbengono,110,2013,,Minister of Labour and Social Security,Minister,Labour and Social Security,3,PDGE,7,1,Fang,5,1,1,,0,2
493,Celestino Bonifacio Bacale Obiang,48,2018,,Minister of Labour and Social Security,Minister,"Labour, Promotion of Employment and Social Security",3,PDGE,7,1,Fang,5,1,1,,0,4
11,Juan Olo Mba Nseng,136,1994,,Minister of Mines,Minister,Mines and Hydrocarbons,3,PDGE,7,1,Fang,5,1,1,First Lady's cousin,1,1
28,Juan Olo Mba Nseng,136,1996,,Minister of Mines,Minister,Mining and Energy,3,PDGE,7,1,Fang,5,1,1,First Lady's cousin,1,2
49,Juan Oló Mba Nseng,136,1998,,Minister of Mines,Minister,Mines and Energy,3,PDGE,7,1,Fang,5,1,1,First Lady's cousin,1,3
81,Cristobal Mañana Ela,58,1999,,Minister of Mines,Minister,Mines and Energy,3,PDGE,7,1,Fang,5,1,1,,0,1
109,Cristobal Mañana Ela,58,2001,,Minister of Mines,Minister,Mines and Energy,3,PDGE,7,1,Fang,5,1,1,,0,2
145,Cristobal Mañana Ela,58,2003,,Minister of Mines,Minister,Mines and Energy,3,PDGE,7,1,Fang,5,1,1,,0,3
188,Atanasio Ela Ntugu Nsa,32,2004,,Minister of Mines,Minister,"Mines, Industry and Energy",3,PDGE,7,1,Fang,5,1,1,,0,1
237,Atanasio Ela Ntugu Nsa,32,2006,,Minister of Mines,Minister,"Mines, Industry and Energy",3,PDGE,7,1,Fang,5,1,1,,0,2
266,Marcelino Owono Edu,150,2008,,Minister of Mines,Minister,"Mines, Industry and Energy",3,PDGE,7,1,Fang,5,1,1,,0,5
315,Marcelino Owono Edu,150,2010,,Minister of Mines,Minister,"Mines, Industry and Energy",3,PDGE,7,1,Fang,5,1,1,,0,6
344,Marcelino Owono Edu,150,2011,,Minister of Mines,Minister,"Mines, Industry and Energy",3,PDGE,7,1,Fang,5,1,1,,0,7
374,Gabriel Mbega Obiang Lima,102,2012,,Minister of Mines,Minister,"Mines, Industry and Energy",3,PDGE,7,1,Fang,5,1,1,Son,1,6
431,Gabriel Mbega Obiang Lima,102,2013,,Minister of Mines,Minister,"Mines, Industry and Energy",3,PDGE,7,1,Fang,5,1,1,Son,1,7
496,Gabriel Mbega Obiang Lima,102,2018,,Minister of Mines,Minister,Mines and Hydrocarbons,3,PDGE,7,1,Fang,5,1,1,Son,1,8
553,Gabriel Mbega Obiang Lima,102,2020,,Minister of Mines,Minister,Mines and Hydrocarbons,3,PDGE,7,1,Fang,5,1,1,Son,1,9
181,Gen Antonio Mba Nguema,103,2004,,Minister of National Defence,Minister,National Defence,3,PDGE,7,1,Fang,5,1,1,Brother,1,1
238,Gen Antonio Mba Nguema,103,2006,,Minister of National Defence,Minister,National Defence,3,PDGE,7,1,Fang,5,1,1,Brother,1,2
259,Gen Antonio Mba Nguema,103,2008,,Minister of National Defence,Minister,National Defence,3,PDGE,7,1,Fang,5,1,1,Brother,1,3
309,Gen Antonio Mba Nguema,103,2010,,Minister of National Defence,Minister,National Defence,3,PDGE,7,1,Fang,5,1,1,Brother,1,4
338,Gen Antonio Mba Nguema,103,2011,,Minister of National Defence,Minister,National Defence,3,PDGE,7,1,Fang,5,1,1,Brother,1,5
489,Alejandro Bacale Ncogo,6,2018,,Minister of National Defence,Minister,National Defence,3,PDGE,7,1,Fang,5,1,1,,0,1
547,Victoriano Bibang Nsue Okomo,225,2020,,Minister of National Defence,Minister,National Defence,3,PDGE,7,1,Fang,5,1,1,,0,2
182,Gen Manuel Nguema Mba,147,2004,,Minister of National Security,Minister,National Security,3,PDGE,7,1,Fang,5,1,1,Uncle,1,2
239,Col Manuel Nguema Mba,147,2006,,Minister of National Security,Minister,National Security,3,PDGE,7,1,Fang,5,1,1,Uncle,0,3
260,Col Manuel Nguema Mba,147,2008,,Minister of National Security,Minister,National Security,3,PDGE,7,1,Fang,5,1,1,Uncle,1,4
310,Nicolas Obama Nchama,181,2010,,Minister of National Security,Minister,National Security,3,PDGE,7,1,Fang,5,1,1,Nephew,1,1
339,Nicolas Obama Nchama,181,2011,,Minister of National Security,Minister,National Security,3,PDGE,7,1,Fang,5,1,1,Nephew,1,2
370,Nicolas Obama Nchama,181,2012,,Minister of National Security,Minister,National Security,3,PDGE,7,1,Fang,5,1,1,Nephew,1,3
428,Nicolas Obama Nchama,181,2013,,Minister of National Security,Minister,National Security,3,PDGE,7,1,Fang,5,1,1,Nephew,1,4
12,Mariano Nse Nguema,160,1994,,Minister of Parliamentary Affairs,Minister,Parliamentary Affairs,3,PDGE,7,1,Fang,5,1,1,,0,1
29,Antonio Oko Ebobo,29,1996,,Minister of Parliamentary Affairs,Minister,Parliamentary Liaison,3,PDGE,7,1,Ndowé,7,0,0,,0,1
84,Fortunato Osa Mbo,89,1999,,Minister of Planning,Minister,Planning and Economic Development,3,PDGE,7,1,Fang,5,1,1,,0,2
110,Fortunato Osa Mbo,89,2001,,Minister of Planning,Minister,Planning and Economic Development,3,PDGE,7,1,Fang,5,1,1,,0,3
146,Antonio Nve Nseng,27,2003,,Minister of Planning,Minister,Planning and Economic Development,3,PDGE,7,1,Fang,5,1,1,,0,1
186,Carmelo Modu Acuse Bindang,47,2004,,Minister of Planning,Minister,"Planning, Economic Development and Public Investment",3,UDS,11,0,Fang,5,1,1,,0,4
240,Ela Obiang,68,2006,,Minister of Planning,Minister,"Planning, Economic Development and Public Investment",3,PDGE,7,1,Fang,5,1,1,,0,1
264,José Elá Oyana,124,2008,,Minister of Planning,Minister,"Planning, Economic Development and Public Investment",3,PDGE,7,1,Fang,5,1,1,,0,2
313,José Elá Oyana,124,2010,,Minister of Planning,Minister,"Planning, Economic Development and Public Investment",3,PDGE,7,1,Fang,5,1,1,,0,3
342,José Elá Oyana,124,2011,,Minister of Planning,Minister,"Planning, Economic Development and Public Investment",3,PDGE,7,1,Fang,5,1,1,,0,4
368,Conrado Okenve Ndoho,54,2012,,Minister of Planning,Minister,"Planning, Economic Development and Public Investment",3,PDGE,7,1,Fang,5,1,1,,0,1
175,Ricardo Mangue Obama Nfubea,195,2004,,Minister of Public Administration,Deputy PM,"Second Deputy Prime Minister, in charge of Public Administration, Socia",2,PDGE,7,1,Fang,5,1,1,,0,7
241,Vicente Ehate Tomi,221,2006,,Minister of Public Administration,Minister,Public Service and Administrative Planning,3,PDGE,7,1,Bubi,3,2,0,,0,1
274,Salvador Mangue Ayingono,200,2008,,Minister of Public Administration,Minister,Public Service and Administrative Planning,3,PDGE,7,1,Fang,5,1,1,,0,2
320,Tomas Esono Ava,218,2010,,Minister of Public Administration,Minister,Public Service and Administrative Planning,3,PDGE,7,1,Fang,5,1,1,,0,1
349,Tomas Esono Ava,218,2011,,Minister of Public Administration,Minister,Public Service and Administrative Planning,3,PDGE,7,1,Fang,5,1,1,,0,2
380,Purificación Buari Lasaquero,192,2012,,Minister of Public Administration,Minister,Public Administration and Administrative Reform,3,PDGE,7,1,Bubi,3,2,0,,0,4
437,Purificación Buari Lasaquero,192,2013,,Minister of Public Administration,Minister,Public Administration and Administrative Reform,3,PDGE,7,1,Bubi,3,2,0,,0,5
501,Faustino Ndong Esono Eyang,78,2018,,Minister of Public Administration,Minister,Public Administration and Administrative Reform,3,PDGE,7,1,Fang,5,1,1,,0,2
558,Eucario Bacale Angüe,74,2020,,Minister of Public Administration,Minister,Public Administration and Administrative Reform,3,PDGE,7,1,Fang,5,1,1,,0,3
30,Pedro Nze Obama Angono,187,1996,,Minister of Public Works,Minister,"Public Works, Housing and Town Planning",3,PDGE,7,1,Fang,5,1,1,,0,1
83,Florentino Nkogo Ndong,87,1999,,Minister of Public Works,Minister,"Public Works, Housing and Urban Affairs",3,PDGE,7,1,Fang,5,1,1,,0,1
111,Florentino Alogo,86,2001,,Minister of Public Works,Minister,"Public Works, Housing and Urban Affairs",3,PDGE,7,1,Fang,5,1,1,,0,1
262,Marcelino Oyono Ntutumu,151,2008,,Minister of Public Works,Minister,Public Works and Infrastructures,3,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,7
373,Juan Nko Mbula,134,2012,,Minister of Public Works,Minister,Public Works and Infrastructures,3,PDGE,7,1,Ndowé,7,0,0,,0,1
430,Juan Nko Mbula,134,2013,,Minister of Public Works,Minister,Public Works and Infrastructures,3,PDGE,7,1,Ndowé,7,0,0,,0,2
492,Diosdado Nsue Milang,65,2018,,Minister of Public Works,Minister,"Public Works, Housing and Urbanism",3,PDGE,7,1,Fang,5,1,1,,0,3
549,Clemente Ferreiro Villarino,231,2020,,Minister of Public Works,Minister,"Public Works, Housing and Town Planning",3,PDGE,7,1,Other,8,0,0,,0,1
254,Angel Masie Mibuy,18,2008,,Minister of Relations with the Parliament and Juridical Affairs,Minister,Relations with the Parliament and Juridical Affairs,3,PDGE,7,1,Fang,5,1,1,,0,3
13,Balbina Nchama Nvo,33,1994,,Minister of Social Affairs,Minister,Social Affairs and Women,3,PDGE,7,1,Fang,5,1,1,,0,1
31,Margarita Alene Mba,152,1996,,Minister of Social Affairs,Minister,Social and Women's Affairs,3,PDGE,7,1,Fang,5,1,1,,0,1
53,Margarita Alene Mba,152,1998,,Minister of Social Affairs,Minister,Social Affairs and Women’s Development,3,PDGE,7,1,Fang,5,1,1,,0,2
82,Teresa Efua Asangono,217,1999,,Minister of Social Affairs,Minister,Social Affairs and Women’s Development,3,PDGE,7,1,Fang,5,1,1,,0,2
125,Jeremias Ondo Ngomo,117,2003,,Minister of Social Affairs,Deputy PM,"Second Vice Prime Minister, in charge of Social Affairs",2,UP,12,0,Fang,5,1,1,,0,2
242,Eulalia Nvo Bela,76,2006,,Minister of Social Affairs,Minister,Social and Women’s Affairs,3,PDGE,7,1,Fang,5,1,1,,0,1
271,Eulalia Envo Bela,76,2008,,Minister of Social Affairs,Minister,Social and Women’s Affairs,3,PDGE,7,1,Fang,5,1,1,,0,2
317,Eulalia Envo Bela,76,2010,,Minister of Social Affairs,Minister,Social and Women’s Affairs,3,PDGE,7,1,Fang,5,1,1,,0,3
346,Eulalia Envo Bela,76,2011,,Minister of Social Affairs,Minister,Social and Women’s Affairs,3,PDGE,7,1,Fang,5,1,1,,0,4
378,Maria Leonor Epan Biribe,157,2012,,Minister of Social Affairs,Minister,Social and Women’s Affairs,3,PDGE,7,1,Bubi,3,2,0,,0,1
435,Mari Carmen Ecoro,153,2013,,Minister of Social Affairs,Minister,Social Affairs and Gender Equality,3,PDGE,7,1,Fang,5,1,1,,0,1
499,Maria Consuelo Nguema Oyana,154,2018,,Minister of Social Affairs,Minister,Social Affairs and Gender Equality,3,PDGE,7,1,Fang,5,1,1,,0,1
556,María Consuelo Nguema Oyana,154,2020,,Minister of Social Affairs,Minister,Social Affairs and Gender Equality,3,PDGE,7,1,Fang,5,1,1,,0,2
326,Salomon Nguema Owono,199,2011,,Minister of Social Sector,Deputy PM,"Vice-Prime Minister Third, in charge of Social Sector and Human Rights,",2,PDGE,7,1,Fang,5,1,1,,0,4
536,Ángel Mesie Mibuy,18,2020,,Minister of Social Sector,Deputy PM,In charge of the Social Sector,2,PDGE,7,1,Fang,5,1,1,,0,9
328,Angel Masie Mibuy,18,2011,,Minister of State at the Presidency of the Government,Minister of State,Minister of State at the Presidency of the Government in charge of the,5,PDGE,7,1,Fang,5,1,1,,0,5
419,Tomas Mecheba Fernández Galilea,219,2013,,Minister of State at the Presidency of the Government,Minister of State,"Minister of State at the Presidency of the Government, in charge of the",5,PSGE,9,0,Ndowé,7,0,0,,0,4
298,Angel Masie Mibuy,18,2010,,Minister of State at the Presidency of the Government in charge of the,Minister of State,Minister of State at the Presidency of the Government in charge of the,5,PDGE,7,1,Fang,5,1,1,,0,4
70,Alejandro Evuna Owono Asangono,7,1999,,Minister of State at the President's Office,Minister of State,at the President's Office,5,PDGE,7,1,Fang,5,1,1,,0,2
299,Clemente Engonga Nguema Onguene,50,2010,,Minister of State in charge of Interior and Local Coporations,Minister of State,Minister of State in charge of Interior and Local Coporations,5,PDGE,7,1,Fang,5,1,1,,0,8
482,Alejandro Evuna Owono Asangono,7,2018,,Minister of State of  the Presidency of the Republic in charge of Missions,Minister of State,At the Presidency of the Republic in charge of Missions,5,PDGE,7,1,Fang,5,1,1,,0,12
74,Teodoro Nguema Obiang Mangue,215,1999,,Minister of State of Agriculture,Minister of State,"Agriculture, Forestry, Fisheries and the Environment",5,PDGE,7,1,Fang,5,1,1,Son,1,2
126,Francisco Pascual Eyegue Obama Asue,100,2003,,Minister of State of Agriculture,Minister of State,"Agriculture, Livestock and Rural Development",5,PDGE,7,1,Fang,5,1,1,,0,3
303,Teodoro Nguema Obiang Mangue,215,2010,,Minister of State of Agriculture,Minister of State,Agriculture and Forests,5,PDGE,7,1,Fang,5,1,1,Son,1,8
332,Teodoro Nguema Obiang Mangue,215,2011,,Minister of State of Agriculture,Minister of State,Agriculture and Forests,5,PDGE,7,1,Fang,5,1,1,Son,1,9
72,Marcelino Oyono Ntutumu,151,1999,,Minister of State of Communication and Transport,Minister of State,Communication and Transport,5,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,3
127,Antonio Fernando Nve Ngu,22,2003,,Minister of State of Education,Minister of State,Education and Science,5,PDGE,7,1,Fang,5,1,1,,0,4
301,Filiberto Ntutumu Nguema,85,2010,,Minister of State of Education,Minister of State,"Education, Science and Sports",5,PDGE,7,1,Fang,5,1,1,"Macia's (first President) son, probably",1,2
331,Joaquín Mbana,122,2011,,Minister of State of Education,Minister of State,"Education, Science and Sports",5,PDGE,7,1,Fang,5,1,1,,0,2
71,Antonio Fernando Nve Ngu,22,1999,,"Minister of State of for Parliamentary Relations and Judicial Affairs, Government Spokesman",Minister of State,"for Parliamentary Relations and Judicial Affairs, Government Spokesman",5,PDGE,7,1,Fang,5,1,1,,0,2
95,Teodoro Nguema Obiang Mangue,215,2001,,Minister of State of Forestry,Minister of State,"Forestry, Fisheries and the Environment",5,PDGE,7,1,Fang,5,1,1,Son,1,3
41,Salomon Nguema Owono,199,1998,,Minister of State of Health,Minister of State,Health and Social Welfare,5,PDGE,7,1,Fang,5,1,1,,0,2
302,Francisco Pascual Obama Asue,100,2010,,Minister of State of Health,Minister of State,Health and Social Welfare,5,PDGE,7,1,Fang,5,1,1,,0,5
484,Salomon Nguema Obono,199,2018,,Minister of State of Health,Minister of State,Health and Social Welfare,5,PDGE,7,1,Fang,5,1,1,,0,5
128,Carmelo Modu Acuse Bindang,47,2003,,Minister of State of Industry,Minister of State,"Industry, Commerce and the Promotion of Small and Medium-sized Enterpri",5,UDS,11,0,Fang,5,1,1,,0,3
75,Lucas Nguema Esono,143,1999,,Minister of State of Information,Minister of State,"Information, Tourism and Culture",5,PDGE,7,1,Fang,5,1,1,,0,2
96,Lucas Nguema Esono,143,2001,,Minister of State of Information,Minister of State,"Information, Tourism and Culture",5,PDGE,7,1,Fang,5,1,1,,0,3
129,Agustin Nze Nfumu,4,2003,,Minister of State of Information,Minister of State,"Information, Tourism and Culture",5,PDGE,7,1,Fang,5,1,1,,0,2
130,Teodoro Nguema Obiang Mangue,215,2003,,Minister of State of Infrastructure,Minister of State,Infrastructure and Forests,5,PDGE,7,1,Fang,5,1,1,Son,1,4
362,Francisco Javier Ngomo Mbengono,93,2012,,Minister of State of Justice,Minister of State,"Justice, Religion and Penitentiary Services",5,PDGE,7,1,Fang,5,1,1,,0,2
42,Carmelo Modu Akuse Bindang,47,1998,,Minister of State of Labour and Social Security,Minister of State,Labour and Social Security,5,UDS,11,0,Fang,5,1,1,,0,2
73,Ricardo Mangue Obama Nfubea,195,1999,,Minister of State of Labour and Social Security,Minister of State,Labour and Social Security,5,PDGE,7,1,Fang,5,1,1,,0,4
97,Ricardo Mangue Obama Nfubea,195,2001,,Minister of State of Labour and Social Security,Minister of State,Labour and Social Security,5,PDGE,7,1,Fang,5,1,1,,0,5
37,Alejandro Evuna Owono Asangono,7,1998,,Minister of State of Missions,Minister of State,Missions,5,PDGE,7,1,Fang,5,1,1,,0,1
176,Alejandro Evuna Owono Asangono,7,2004,,Minister of State of Missions,Minister of State,Presidential Missions,5,PDGE,7,1,Fang,5,1,1,,0,5
363,Gen Antonio Mba Nguema,103,2012,,Minister of State of National Defence,Minister of State,National Defence,5,PDGE,7,1,Fang,5,1,1,Brother,1,6
420,Antonio Mba Nguema Mikue,103,2013,,Minister of State of National Defence,Minister of State,National Defence,5,PDGE,7,1,Fang,5,1,1,Brother,1,7
483,Nicolas Obama Nchama,181,2018,,Minister of State of National Security,Minister of State,National Security,5,PDGE,7,1,Fang,5,1,1,Nephew,1,5
540,Nicolás Obama Nchama,181,2020,,Minister of State of National Security,Minister of State,Minister of State Charged with National Security,5,PDGE,7,1,Fang,5,1,1,Nephew,1,6
98,Miguel Abia Biteo,169,2001,,Minister of State of Parliamentary Relations and Juridical Affairs,Minister of State,Parliamentary Relations and Juridical Affairs,5,PDGE,7,1,Bubi,3,2,0,,0,3
131,Miguel Abia Biteo Boriko,169,2003,,Minister of State of Parliamentary Relations and Juridical Affairs,Minister of State,Parliamentary Relations and Juridical Affairs,5,PDGE,7,1,Bubi,3,2,0,,0,4
40,Antonio Fernando Nve Ngu,22,1998,,"Minister of State of Planning and Economic Development, and Government Spokesman",Minister of State,"Planning and Economic Development, and Government Spokesman",5,PDGE,7,1,Fang,5,1,1,,0,1
99,Alejandro Evuna Owono Asangono,7,2001,,Minister of State of President's Office,Minister of State,President's Office,5,PDGE,7,1,Fang,5,1,1,,0,3
132,Ricardo Mangue Obama Nfubea,195,2003,,Minister of State of Public Service and Administrative Coordination,Minister of State,Public Service and Administrative Coordination,5,PDGE,7,1,Fang,5,1,1,,0,6
39,Francisco Pascual [Eyegue] Obama Asue,100,1998,,Minister of State of Public Works,Minister of State,Public Works and Urban Affairs,5,PDGE,7,1,Fang,5,1,1,,0,1
300,Marcelino Oyono Ntutumu,151,2010,,Minister of State of Public Works,Minister of State,Public Works and Infrastructures,5,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,8
330,Marcelino Oyono Ntutumu,151,2011,,Minister of State of Public Works,Minister of State,Public Works and Infrastructures,5,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,9
360,Angel Masie Mibuy,18,2012,,Minister of State of Relations with the Parliament and Juridical Affairs,Minister of State,Relations with the Parliament and Juridical Affairs,5,PDGE,7,1,Fang,5,1,1,,0,6
417,Angel Masie Mibuy,18,2013,,Minister of State of Relations with the Parliament and Juridical Affairs,Minister of State,Relations with the Parliament and Juridical Affairs,5,PDGE,7,1,Fang,5,1,1,,0,7
38,Ricardo Mangue Obama Nfubea,195,1998,,Minister of State of Secretary-General at the Presidency,Minister of State,Secretary-General at the Presidency,5,PDGE,7,1,Fang,5,1,1,,0,3
134,Ignacio Milam Tang,114,2003,,Minister of State of Secretary-General of the Presidency,Minister of State,Secretary-General of the Presidency,5,PDGE,7,1,Bubi,3,2,0,,0,4
133,Alejandro Evuna Owono Asangono,7,2003,,Minister of State of Special Duties to the Presidency,Minister of State,Special Duties to the Presidency,5,PDGE,7,1,Fang,5,1,1,,0,4
329,Clemente Engonga Nguema Onguene,50,2011,,Minister of State of the Interior,Minister of State,Minister of State in charge of Interior and Local Coporations,5,PDGE,7,1,Fang,5,1,1,,0,9
541,Faustino Ndong Esono Eyang,78,2020,,Minister of State of the Interior,Minister of State,Minister of State for the Interior and Local Corporations,5,PDGE,7,1,Fang,5,1,1,,0,3
304,Braulio Ncogo Abegue,39,2010,,"Minister of State of the Presidency of the Republic, in charge of the Civil Office",Minister of State,"Of the Presidency of the Republic, in charge of the Civil Office",5,PDGE,7,1,Fang,5,1,1,,0,2
333,Braulio Ncogo Abegue,39,2011,,"Minister of State of the Presidency of the Republic, in charge of the Civil Office",Minister of State,"Of the Presidency of the Republic, in charge of the Civil Office",5,PDGE,7,1,Fang,5,1,1,,0,3
43,Marcelino Oyono Ntutumu,151,1998,,Minister of State of Transport and Communication,Minister of State,Transport and Communication,5,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,2
135,Marcelino Oyono Ntutumu,151,2003,,Minister of State of Transport and Communications,Minister of State,Transport and Communications,5,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,5
100,Marcelino Oyono Ntutumu,151,2001,,Minister of State of Transports and Communications,Minister of State,Transports and Communications,5,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,4
136,Lucas Nguema Esono Mbang,143,2003,,Minister of State of Youth and Sports,Minister of State,Youth and Sports,5,PDGE,7,1,Fang,5,1,1,,0,4
539,Baltasar Engonga Edjo,34,2020,,"Minister of State to the Presidency of the Government, Charged with Regional Integration",Minister of State,"Minister of State to the Presidency of the Government, Charged with Regional Integration",5,PDGE,7,1,Fang,5,1,1,,0,10
538,Alejandro Evuna Owono Asangono,7,2020,,"Minister of State to the Presidency of the Republic, Charged with Missions",Minister of State,"Minister of State to the Presidency of the Republic, Charged with Missions",5,PDGE,7,1,Fang,5,1,1,,0,13
16,Francisco Ngomo Mbengono,97,1996,,Minister of the Civil Service and Administrative Reform,Deputy PM,"Deputy PM, Minister of the Civil Service and Administrative Reform",2,PDGE,7,1,Fang,5,1,1,,0,2
2,Anatolio Ndong Mba,15,1994,,Minister of the Economy and Finance,Deputy PM,"Deputy PM, Minister of the Economy and Finance",2,PDGE,7,1,Fang,5,1,1,,0,1
69,Demetrio Elo Ndong Nsefumu,62,1999,,Minister of the Interior and Local Corporations,Deputy PM,Second Deputy PM and Minister of the Interior and Local Corporations,2,PDGE,7,1,Fang,5,1,1,,0,2
479,Clemente Engonga Nguema Onguene,50,2018,,Minister of the Political Sector and Democracy,Deputy PM,In charge of the Political Sector and Democracy,2,PDGE,7,1,Fang,5,1,1,,0,10
306,Baltasar Engonga Edjo,34,2010,,"Minister of the Presidency, in charge of Regional Integration",Minister,"Of the Presidency of the Government, in charge of Regional Integration",3,PDGE,7,1,Fang,5,1,1,Nephew,1,6
335,Baltasar Engonga Edjo,34,2011,,"Minister of the Presidency, in charge of Regional Integration",Minister,"Of the Presidency of the Government, in charge of Regional Integration",3,PDGE,7,1,Fang,5,1,1,Nephew,1,7
480,Angel Mesie Mibuy,18,2018,,Minister of the Social Sector,Deputy PM,In charge of the Social Sector,2,PDGE,7,1,Fang,5,1,1,,0,8
559,Pastor Micha Ondo Bile,182,2020,,Minister of Trade and the Promotion of Small and Medium-sized Businesses,Minister,Trade and the Promotion of Small and Medium-sized Businesses,3,PDGE,7,1,Fang,5,1,1,,0,8
