item,name,gender,positionItem,position,startDate,endDate,source,sourceDate,psid
Q112187593,MIGUEL LUBA BAHOSI,male,Q112187535,Director General de Impuestos y Contribuciones,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187593-6E4BE789-339F-414A-8FCC-E402890A9EE7
Q112187595,MASCULINO NKO ROKU,male,Q112187535,Director General de Integración Regional y Asuntos Jurídicos,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187595-AD7E4981-0CEA-473B-A765-95C761D08592
Q112187596,MARTIN-PEDRO NDONG MIFUMU,male,Q112187535,Director General de Coordinación Administrativo,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187596-1E48ADBD-C564-4FF5-9313-2FAB662534E5
Q112187597,MARIANO ESONO BESI,male,Q112187535,Director General de la Sanidad Militar y Acción Social,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187597-AFE781F4-8494-4F63-8C33-713C9DD78028
Q112187598,MARI-PAZ ASANGONO NCOGO,female,Q112187535,Director General de Protocolo del Gabinete de la Primera Dama,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187598-9DEC719F-3754-4591-BAF2-E246BE75A755
Q112187600,MARCELINO OLO MBA,male,Q112187535,Director General de Seguridad,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187600-5E1B329B-F527-4C25-8022-98CC5A6D2486
Q112187602,MANUEL MBA NCHAMA,male,Q112187535,Director General de Derechos Humanos,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187602-030837A1-58AE-4878-8B76-42D8E45C72D3
Q112187603,MANUEL ELA MAYE EFUA,male,Q112187535,Director General Adjunto de Inspección de Vehículos de Parque Móvil de la Región Continental,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187603-6637E67F-6E27-4724-9305-88CBEDCEF29C
Q112187604,MANSUETO ENGURU NDONG,male,Q112187535,Director General de Extranjería y Fronteras,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187604-78B33822-88B0-48BC-8807-0340A47FB3AC
Q112187606,LUIS-FEDERICO MBOMIO ONA ONA,male,Q112187535,"Director General de Bellas Artes, Industrias Creativas y Derecho del Autor",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187606-570DDCCD-CEF7-4657-BF7A-AB9528330112
Q112187611,LUCAS OBAMA NDONG MIKUE,male,Q112187535,Director General del Personal y Detalle,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187611-C7D5A15F-2F98-4424-A328-35E6C10E5CC5
Q112187612,LEOPOLDO ENEME MBA,male,Q112187535,Director General de Prensa e Imagen,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187612-ADA08983-B683-422E-AAC7-009B9B3CFD5E
Q112187613,JUVENCIO-LUIS NDONG ONGUENE,male,Q112187535,"Director General de Planificación, Análisis y Control de Proyectos",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187613-52A13D1E-6E3C-4A1C-B57A-6F240E57BABF
Q112187614,JUSTO-MANUEL NDONG MALENGA,male,Q112187535,Director General de Protocolo Militar,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187614-C146511E-E8BC-4F1D-A3CD-ADB52DDEF074
Q112187615,JUSTO-DOMINGO NSUE ABUY,male,Q112187535,Director General de Supervisión de Actividades Comerciales y Precios,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187615-98B07961-A11E-4ABB-BF71-3118E7EE226D
Q112187616,JUSTO NGOMO NNEGUE,male,Q112187535,Director General de Presupuestos y Contabilidad Pública,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187616-9282667C-2355-499D-9F01-836BD6BF46C8
Q112187617,JUSTINO NCHAMA ONDO,male,Q112187535,Director General de Obras Públicas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187617-5F992C8A-4800-4BAC-8129-4D0A83DF7DAC
Q112187618,JUAN-PABLO EBANG ESONO,male,Q112187535,"Director General de Producción, Programación y recopilación de Archivos Históricos Audiovisuales",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187618-2CD9657C-1806-4F79-9655-C2AB6D1EF3EE
Q112187619,JUAN-JOSE OWONO EKIRI,male,Q112187535,Director General de Coordinación Hospitalaria y Enfermedades Crónicas no Transmisibles,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187619-5D7D78BD-9870-4370-A707-D05F5FC2891D
Q112187621,JUAN-FRANCISCO EBENDENG ANGO,male,Q112187535,Director General de Ceremonias de Estado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187621-3E85F4CF-F4ED-4709-8912-8EE07B993843
Q112187622,JUAN-CARLOS BILOKO GOBBE,male,Q112187535,Director General de Infraestructura de Calidad,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187622-40BBAE53-8E18-44DC-89EA-FE97463B6509
Q112187623,JUAN-CARLOS ABIA BITEO,male,Q112187535,Director General de Pequeñas y Medianas Empresas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187623-4BBE5B49-91E2-4247-A4D9-188B13DE0D61
Q112187624,JUAN MAÑANA MBOMIO,male,Q112187535,Director General de Protocolo y Ceremonias,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187624-23E1681A-B724-4F42-A9AA-61598ABE26FB
Q112187625,JUAN ESONO NGUERE BIBANG,male,Q112187535,Director General de Infraestructuras Aeronáuticas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187625-BDEAC314-F3DA-493D-9EDD-096BFC4ADE81
Q112187626,JUAN ENGONGA OBAMA EYEYENE,male,Q112187535,Director General de Policía Judicial y Lucha contra el Terrorismo,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187626-58228F4F-893E-499B-8AE4-18B1C8A0D8AF
Q112187628,JOSUE ESONO EDU CORREDOR,male,Q112187535,"Director General de Bibliotecas, Museos, Parques y Recopilación Históricas",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187628-5FC2AE65-5D9F-4E56-BA7C-5A488E130C68
Q112187629,JOSE-MANUEL ABAHA MBA,male,Q112187535,Director General de Minas y Canteras,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187629-C9CE45C1-8471-4A24-ACEC-10AF47FFA682
Q112187630,JOSE-LUIS CAPOTE MEH,male,Q112187535,Director General de Competitividad y Protección al Consumidor,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187630-76B7AF07-E519-49A8-B2DA-F35E833F5648
Q112187631,JOSE-JUAN NDONG TOMO,male,Q112187535,"Director General de Agricultura, Sanidad Vegetal, Investigación y Formación Profesional",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187631-14A8B5A7-DB8F-4328-A8FF-A513A89508AA
Q112187632,JOSE NSUE EBANG MANGUE,male,Q112187535,Director General de Seguridad Ciudadana,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187632-8A7236A7-4B67-41D1-ACF1-E668AE9A3EDF
Q112187633,JOSE MENEJAL PELAYO,male,Q112187535,Director General de Instituto de Promoción Empresarial (INPYDE),2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187633-196D2EB1-EAF9-468C-BA0C-B69F4A5A0440
Q112187636,JOSE MBO ENEME NCHAMA,male,Q112187535,Director General de Procesos Electorales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187636-DA15530C-553F-49E5-B736-86F50A93BAE2
Q112187637,JOSE EKO OWONO MANGUE,male,Q112187535,Director General de Reformas Administrativas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187637-86F58633-B6E7-477D-B6C5-2F45030DBF80
Q112187638,JORGE DOUGAN DICK,male,Q112187535,Director General de Aduanas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187638-A4E26E72-EED4-4401-A0D0-6DF1CD033FC4
Q112187639,JONAS MICO MBA OBONO,male,Q112187535,Director General de Coordinación Administrativa,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187639-F257FD72-BC72-4DCF-B80D-2B20BABB86D0
Q112187640,JESÚS OLAMA OLAMA,male,Q112187535,Director General de Cancillería de las Órdenes Nacionales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187640-98F2CF37-4940-4031-AAF5-5DCE0414ECCE
Q112187641,JESUS ONDO AYONG ASUE,male,Q112187535,Director General Adjunto de Instituto Nacional de Promoción Agropecuaria de Guinea Ecuatorial (INPAGE),2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187641-33F354D5-06D5-4E72-9166-AFD36D549944
Q112187642,JESUS NGUEMA EDU BINDANG,male,Q112187535,Director General de Inteligencia Militar,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187642-BE6D5E05-66BB-4C39-9432-D26B2338C822
Q112187643,JESUS NGOMO NVONO,male,Q112187535,Director General de Tráfico y Seguridad Vial,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187643-0DBF829D-4266-4BD3-93B0-88B46DF60327
Q112187644,JESUS EDU MOTO,male,Q112187535,Director General de Logística,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187644-FE47F67D-BC02-4993-912F-50B19CE17F88
Q112187645,JERONIMO NSUE ASUMU NCHAMA,male,Q112187535,Director General de Patrimonio Cultural y Promoción Artesanal,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187645-9FC3BF5F-FBA7-4154-8CE5-762B58694BF3
Q112187646,JAVIER-SEVERINO BIBANG ETOMBORI,male,Q112187535,Director General de Mantenimiento de Infraestructuras Eléctricas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187646-31C43BCD-4528-459C-9F46-7743012FCF28
Q112187647,JAVIER OBAMA NSUE NCHAMA,male,Q112187535,Director General de Prensa Presidencial,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187647-512CB753-7F40-4600-87E3-EE7816B95CD5
Q112187648,JAVIER MBA ONDO EYANG,male,Q112187535,Director General de Registro de Buques y Empresas Marítimas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187648-A276BB26-8C50-4908-AE52-473E3604BA01
Q112187649,JAVIER ESONO MBELE,male,Q112187535,Director General Adjunto de Protocolo de la Primera Dama,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187649-3FCA909D-7709-407A-8349-C843BB47E0E0
Q112187650,JACINTO NGUEMA OWONO MIKUE,male,Q112187535,Director General de Contenido Nacional,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187650-1571FD30-F84B-4ABA-A5B4-A2D2E84B3E2D
Q112187651,ISAAC NGUEMA ONDO,male,Q112187535,Director General Adjunto de Seguridad Presidencial,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187651-61F17625-3B2A-496B-9E8F-A64EF97389CE
Q112187652,HERMENEGILDO ONDO NSONO,male,Q112187535,Director General de Justicia,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187652-58DF4E2E-96B4-45FB-B38D-38196CE7AC58
Q112187653,HERMENEGILDO ABAGA MAYE,male,Q112187535,Director General de Aguas y Costas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187653-34495CCB-2369-4892-8E0A-32B753DB9A68
Q112187654,GEREMIAS NZE MAYE OVONO,male,Q112187535,Director General Adjunto de Protocolo,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187654-3D8CDBD1-E930-4929-86E0-A849CB7E4E1C
Q112187655,GABRIEL NGÜA AYECABA,male,Q112187535,Director General de Conservación del Medio Ambiente y Lucha contra el Cambio Climático,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187655-D5BF8D16-6401-4E96-A772-BB5CF6F5678D
Q112187656,GABRIEL MARTIN ESONO NDONG,male,Q112187535,"Director General de Ganadería, Sanidad Animal y Control de Alimentos",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187656-0A50E05B-29C1-4E06-A3A2-A3FE68A1C0ED
Q112187657,FRANCISCO NDONG AYONG,male,Q112187535,Director General de Seguimiento y Control de Productos Refinados,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187657-83181BD4-E6F2-4B19-821F-1DE961B2E089
Q112187661,FRANCISCO MBA ONDO NCOGO,male,Q112187535,Director General de Estadísticas Laborales y Formación Profesional y Ocupacional,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187661-1E2A5122-40A8-451B-A745-20AB0BF5F553
Q112187666,FRANCISCO ASUME OBAMA,male,Q112187535,Director General de Aeronáutica Militar,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187666-A83C405E-6F07-4340-9542-68BF51622F0C
Q112187671,FLORENTINO ABAGA ONDO NDOHO,male,Q112187535,Director General de Salud Pública y Prevención Sanitaria. Medicina Tradicional y Natural,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187671-5BE1A729-FEB4-4E22-95CC-9A8FEE379AE1
Q112187676,FILIBERTO NSEME NSUE NCHAMA,male,Q112187535,"Director General de Prensa Escrita, Página WEB Institucional Del Gobierno",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187676-B78A8C07-10B1-4ABD-A030-C050A3E56C5A
Q112187680,FILIBERTO ENI EDJANG,male,Q112187535,Director General Adjunto de Traducciones,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187680-0997093A-DD7C-4EBD-B2AE-8B5E5DCD122A
Q112187685,FILEMON NDONG MOLO,male,Q112187535,Director General de Seguridad Presidencial,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187685-9284DBD4-B4B6-4D3F-BE55-A7E278D85D19
Q112187690,FERNANDO NGU NVE,male,Q112187535,Director General de Gabinete Civil,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187690-F873CE2D-BD15-4FA8-8CC0-B9E1A2BB8FCE
Q112187747,FELIPE NGUA NGUEMA EFUA,male,Q112187535,Director General Adjunto de Seguridad Exterior en la Región Continental,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187747-9FA8F810-E583-49FB-BDB3-44C3B43C85F5
Q112187752,FELIPE NDUMU OSA,male,Q112187535,Director General Adjunto de Seguridad,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187752-FEC1E405-E178-4C76-BCC3-7DFFF800219B
Q112187756,FELICIANO MBA ASUMU,male,Q112187535,Director General de Asuntos Jurídicos,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187756-42A83F6C-E9A5-4384-9883-3AFC62AED01A
Q112187762,ELPIDIO NGUEMA MBA MANGUE,male,Q112187535,Director General de Protocolo,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187762-A8B6D25C-03A0-430D-8CB7-FFE4697705E3
Q112187767,ELIAS ONDO MBANA MAKINA,male,Q112187535,Director General de Sociedad Civil,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187767-FDCF60B2-AF00-4286-802E-D65F765B7E7A
Q112187772,DOMINGO SIMA EBANG NTONGONO,male,Q112187535,"Director General Adjunto de Policía Nacional, Encargado de la Región Continental",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187772-0D7C4DEC-A50E-4F34-AB41-9ECB988C27FB
Q112187777,DIOSDADO-FAUSTO BOKESA,male,Q112187535,Director General de Asuntos Sociales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187777-24C6D539-C789-4D30-BA97-09216AAEA9D5
Q112187782,DIOSDADO OBIANG MBOMIO NFONO,male,Q112187535,Director General de Guardería y Repoblación Forestal,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187782-00F3485E-5B7E-46E2-A26C-777764578FEA
Q112187787,DI ESTEFANO MBA OBONO,male,Q112187535,Director General de Administración de Acuerdos y Tratados Comerciales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187787-20B0AE1F-CD22-48B2-A5E9-CAC78DCD37A9
Q112187792,DEOGRACIAS ONDO NCOGO,male,Q112187535,Director General de Corporaciones Locales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187792-A8DB2B4F-1652-444B-AEF7-6ABFACF62714
Q112187797,DEOGRACIAS NZO MBENGONO,male,Q112187535,Director General de Protocolo y Ceremonias,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187797-3D9F6AC1-E7D1-417B-8A06-619FECC2DB37
Q112187802,DEMETRIO ELA EDU NFONO,male,Q112187535,Director General de Obras Hidráulicas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187802-B5C578DE-ED5F-421F-90A9-DC31B81CA411
Q112187806,DAVID MONSUY NDONG ANGUESOMO,male,Q112187535,"Director General de Información, Radio y Televisión",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187806-F2FF6F1C-E6C3-4C5C-BCE1-1D4C69F909E3
Q112187811,CRISTOBAL GERONA QUINTANA,male,Q112187535,Director General de Pesca y Piscicultura,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187811-E55B8487-B4E3-43EB-AD47-08285D90D1BA
Q112187815,CRISPIN ONDO NCULU MBASOGO,male,Q112187535,Director General de Centro Nacional de Emisión de Documentos Oficiales de Guinea Ecuatorial (CNEDOGE),2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187815-BEA1DB45-4CBD-49DD-B05D-21CB886EF27C
Q112187822,CONSTANTINO MESIE EDJANG OBONO,male,Q112187535,Director General de la Función Públicas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187822-DCA68F57-B3E1-4C74-A465-AD7BB9AF20E8
Q112187826,CLEMENTE MODJO EFUMAN MIYONO,male,Q112187535,Director General de Carreteras,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187826-8AEA3E35-87AE-4798-A813-BF4E04912BF6
Q112187829,CLAUDIO VÁZQUEZ ELO NVE,male,Q112187535,Director General de Planificación,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187829-2D2C8ACD-3BAC-4CCE-B078-2D1A6D03A9B2
Q112187834,CELESTINO MASIE MICHA,male,Q112187535,Director General Adjunto de Asistencia Sanitaria en la Presidencia de la República,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187834-C3B989A0-3889-4C6C-B7EA-1577C1C6F80A
Q112187839,CARMELO EBANG AYETO,male,Q112187535,Director General de Seguimiento y Evolución de Proyectos,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187839-7C504F67-DBD7-47A0-9424-89FFF5190A8E
Q112187842,CARLOS-MIGUEL MATOGO OYANA,male,Q112187535,Director General de Asuntos Jurídicos,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187842-53D056A9-5224-4946-9061-DAA666F12423
Q112187847,CARLOS BOSOCHI NAPA,male,Q112187535,Director General de Archivos y Documentación,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187847-3347C2E5-F798-42C4-B99E-07DD5F6D5B0F
Q112187852,BONIFACIO BIYOGO NDONG,male,Q112187535,Director General de Informaciones Generales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187852-E0BA1A8C-517D-4158-872A-A7A643134488
Q112187856,BERNARDINO NDUMU OBIANG,male,Q112187535,Director General de Palacios y Residencias Oficiales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187856-3D60975C-13A8-4B1B-867F-D9E6B9F1FE74
Q112187861,BENJAMÍN MAÑE MBO,male,Q112187535,Director General de Instituciones Penitenciarias y Centros de Reducción de Menores,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187861-7D0DAB61-93C5-430C-80FC-E1EB3DF46076
Q112187867,BENJAMÍN MANGUE MICHA,male,Q112187535,Director General de Prensa de la Primera Dama,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187867-A0955736-3D8E-44A4-BB70-564B4BF62278
Q112187871,BALTASAR EBANG ENGONGA,male,Q112187535,Director General de Agencia Nacional de Investigación Financiera,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187871-6C485F7B-A0CB-45F4-9031-EBF94C428A91
Q112187877,ARTURO NGUEMA ABOGO,male,Q112187535,"Director General de Control Financiero, Organismos Autónomos y Empresas con Participación del Estado, Ilmo",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187877-8B56307A-F27B-4986-AFED-1BDE0523235A
Q112187883,ARGELIO NDONG NCONI,male,Q112187535,"Director General de Enseñanza, Reclutamiento y Academias",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187883-AF01B669-0434-4177-A6A9-405ED8AD066A
Q112187888,AQUILINO NCOGO MOYO,male,Q112187535,Director General de Análisis y Monitoreo Sectorial,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187888-6FA7802B-9366-4A28-AB90-A38EA2C4CBB2
Q112187891,ANTONIO MONSUY ESONO,male,Q112187535,Director General para Asia y el Pacífico,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187891-FBF9FC95-5698-4CA0-9C92-80726F10B133
Q112187898,ANTONIO ENEME ASUMU,male,Q112187535,Director General de Planificación y Promoción Educativa,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187898-CBC3DCC4-246A-4D89-9D79-1A7694D19BC0
Q112187903,ANGEL NDONG MEDJA,male,Q112187535,Director General de Seguridad Exterior,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187903-1594AE10-A9AD-4616-BBB4-D045B0F71BDC
